unique.id,reference.number,year,division,family.publication,genus.publication,binomial.publication,family.resolved,genus.resolved,binomial.resolved,growth.form,tissue,position,dead.alive,decay.class,cwd.diameter,cwd.length,tissue.c,variation.tissue.c,volatile.c,variation.volatile.c,drying.method,drying.temperature.avg,drying.duration.hrs,analytical.instrument,sample.handling,biome,biome.whittaker,region,country,latitude,longitude,latitude.r,longitude.r,mat.pub,map.pub,elev,bio.MAT,bio.MDR,bio.isothermality,bio.temp_seasonality,bio.maxtemp,bio.mintemp,bio.temp_annual_range,bio.mean_temp_wettest_quarter,bio.mean_temp_driest_quarter,bio.mean_temp_warmest_quarter,bio.mean_temp_coldest_quarter,bio.MAP,bio.prec_wettest_month,bio.prec_driest_month,bio.prec_seasonality,bio.prec_wettest_quarter,bio.prec_driest_quarter,bio.prec_warmest_quarter,bio.prec_coldest_quarter,temp.Jan,temp.Feb,temp.Mar,temp.Apr,temp.May,temp.Jun,temp.Jul,temp.Aug,temp.Sep,temp.Oct,temp.Nov,temp.Dec,prec.Jan,prec.Feb,prec.Mar,prec.Apr,prec.May,prec.Jun,prec.Jul,prec.Aug,prec.Sep,prec.Oct,prec.Nov,prec.Dec,compilation,notes
2145,74,2017,angiosperm,Fagaceae,Quercus,Quercus_scytophylla,Fagaceae,Quercus,Quercus_scytophylla,tree,stem,standing,alive,live,NA,NA,41,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2146,74,2017,angiosperm,Fagaceae,Quercus,Quercus_scytophylla,Fagaceae,Quercus,Quercus_scytophylla,tree,coarseroot,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2147,74,2017,angiosperm,Fagaceae,Quercus,Quercus_scytophylla,Fagaceae,Quercus,Quercus_scytophylla,tree,bark,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2148,74,2017,angiosperm,Fagaceae,Quercus,Quercus_xalapensis,Fagaceae,Quercus,Quercus_xalapensis,tree,branch,standing,alive,live,NA,NA,45,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2149,74,2017,angiosperm,Fagaceae,Quercus,Quercus_xalapensis,Fagaceae,Quercus,Quercus_xalapensis,tree,twig,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2150,74,2017,angiosperm,Fagaceae,Quercus,Quercus_xalapensis,Fagaceae,Quercus,Quercus_xalapensis,tree,stem,standing,alive,live,NA,NA,45,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2151,74,2017,angiosperm,Fagaceae,Quercus,Quercus_xalapensis,Fagaceae,Quercus,Quercus_xalapensis,tree,coarseroot,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2152,74,2017,angiosperm,Fagaceae,Quercus,Quercus_xalapensis,Fagaceae,Quercus,Quercus_xalapensis,tree,bark,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2153,74,2017,angiosperm,Rubiaceae,Randia,Randia_rhagocarpa,Rubiaceae,Randia,Randia_obcordata,tree,branch,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2154,74,2017,angiosperm,Rubiaceae,Randia,Randia_rhagocarpa,Rubiaceae,Randia,Randia_obcordata,tree,twig,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2155,74,2017,angiosperm,Rubiaceae,Randia,Randia_rhagocarpa,Rubiaceae,Randia,Randia_obcordata,tree,stem,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2156,74,2017,angiosperm,Rubiaceae,Randia,Randia_rhagocarpa,Rubiaceae,Randia,Randia_obcordata,tree,coarseroot,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2157,74,2017,angiosperm,Rubiaceae,Randia,Randia_rhagocarpa,Rubiaceae,Randia,Randia_obcordata,tree,bark,standing,alive,live,NA,NA,45,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2158,74,2017,angiosperm,Rhizophoraceae,Rhizophora,Rhizophora_mangle,Rhizophoraceae,Rhizophora,Rhizophora_mangle,tree,branch,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2159,74,2017,angiosperm,Rhizophoraceae,Rhizophora,Rhizophora_mangle,Rhizophoraceae,Rhizophora,Rhizophora_mangle,tree,twig,standing,alive,live,NA,NA,42,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2160,74,2017,angiosperm,Rhizophoraceae,Rhizophora,Rhizophora_mangle,Rhizophoraceae,Rhizophora,Rhizophora_mangle,tree,stem,standing,alive,live,NA,NA,45,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2161,74,2017,angiosperm,Rhizophoraceae,Rhizophora,Rhizophora_mangle,Rhizophoraceae,Rhizophora,Rhizophora_mangle,tree,coarseroot,standing,alive,live,NA,NA,39,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2162,74,2017,angiosperm,Rhizophoraceae,Rhizophora,Rhizophora_mangle,Rhizophoraceae,Rhizophora,Rhizophora_mangle,tree,bark,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2163,74,2017,angiosperm,Anacardiaceae,Rhus,Rhus_ovata,Anacardiaceae,Rhus,Rhus_ovata,shrub/tree,branch,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2164,74,2017,angiosperm,Anacardiaceae,Rhus,Rhus_ovata,Anacardiaceae,Rhus,Rhus_ovata,shrub/tree,twig,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2165,74,2017,angiosperm,Anacardiaceae,Rhus,Rhus_ovata,Anacardiaceae,Rhus,Rhus_ovata,shrub/tree,stem,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2166,74,2017,angiosperm,Anacardiaceae,Rhus,Rhus_ovata,Anacardiaceae,Rhus,Rhus_ovata,shrub/tree,coarseroot,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2167,74,2017,angiosperm,Anacardiaceae,Rhus,Rhus_ovata,Anacardiaceae,Rhus,Rhus_ovata,shrub/tree,bark,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2168,74,2017,angiosperm,Arecaceae,Roystonea,Roystonea_dunlapiana,Arecaceae,Roystonea,Roystonea_dunlapiana,tree,branch,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2169,74,2017,angiosperm,Arecaceae,Roystonea,Roystonea_dunlapiana,Arecaceae,Roystonea,Roystonea_dunlapiana,tree,stem,standing,alive,live,NA,NA,37,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2170,74,2017,angiosperm,Arecaceae,Roystonea,Roystonea_dunlapiana,Arecaceae,Roystonea,Roystonea_dunlapiana,tree,coarseroot,standing,alive,live,NA,NA,42,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2171,74,2017,angiosperm,Arecaceae,Roystonea,Roystonea_dunlapiana,Arecaceae,Roystonea,Roystonea_dunlapiana,tree,bark,standing,alive,live,NA,NA,42,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2172,74,2017,angiosperm,Araliaceae,Sabal,Sabal_yapa,Arecaceae,Sabal,Sabal_yapa,tree,branch,standing,alive,live,NA,NA,40,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2173,74,2017,angiosperm,Araliaceae,Sabal,Sabal_yapa,Arecaceae,Sabal,Sabal_yapa,tree,stem,standing,alive,live,NA,NA,40,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2174,74,2017,angiosperm,Araliaceae,Sabal,Sabal_yapa,Arecaceae,Sabal,Sabal_yapa,tree,coarseroot,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2175,74,2017,angiosperm,Araliaceae,Sabal,Sabal_yapa,Arecaceae,Sabal,Sabal_yapa,tree,bark,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2176,74,2017,angiosperm,Arecaceae,Sabal,Sabal_mexicana,Arecaceae,Sabal,Sabal_mexicana,tree,branch,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2177,74,2017,angiosperm,Arecaceae,Sabal,Sabal_mexicana,Arecaceae,Sabal,Sabal_mexicana,tree,twig,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2178,74,2017,angiosperm,Arecaceae,Sabal,Sabal_mexicana,Arecaceae,Sabal,Sabal_mexicana,tree,stem,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2179,74,2017,angiosperm,Arecaceae,Sabal,Sabal_mexicana,Arecaceae,Sabal,Sabal_mexicana,tree,coarseroot,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2180,74,2017,angiosperm,Arecaceae,Sabal,Sabal_mexicana,Arecaceae,Sabal,Sabal_mexicana,tree,bark,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2181,74,2017,angiosperm,Salicaceae,Salix,Salix_humboldtiana,Salicaceae,Salix,Salix_humboldtiana,tree,branch,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
